tokenId,category,special,animal,name,powerValue1,powerValue2,powerValue3,displayValue1,displayValue2,displayValue2,presale,oldId
1190,water,0,Canary Rockfish,UNU#1190 Canary Rockfish,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1190
1191,water,0,Candiru,UNU#1191 Candiru,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1191
1192,air,0,Meyer's Parrot,UNU#1192 Meyer's Parrot,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1192
1193,water,0,Capelin,UNU#1193 Capelin,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1193
1194,water,0,Cardinalfish,UNU#1194 Cardinalfish,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1194
1195,water,0,Cardinal Tetra,UNU#1195 Cardinal Tetra,Curiosity,Freedom,Trust,Questionmark,-,Bag,,1195
1196,water,0,Common Carp,UNU#1196 Common Carp,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1196
1197,water,0,Carpetshark,UNU#1197 Carpetshark,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,1197
1198,air,0,Senegal Parrot,UNU#1198 Senegal Parrot,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,1,1198
1199,water,0,Catalufa,UNU#1199 Catalufa,Curiosity,Freedom,Self,Questionmark,-,Sunglasses,,1199
1200,air,0,Red-billed Leiothrix,UNU#1200 Red-billed Leiothrix,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1200
1201,water,0,Catla,UNU#1201 Catla,Self,Creativity,Authenticity,Eye,Brush,Bag,,1201
1202,water,0,Cat Shark,UNU#1202 Cat Shark,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1202
1203,water,0,Cavefish,UNU#1203 Cavefish,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,1203
1204,water,0,Celebes Rainbowfish,UNU#1204 Celebes Rainbowfish,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1204
1205,water,0,Central Mudminnow,UNU#1205 Central Mudminnow,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1205
1206,water,0,Chain Pickerel,UNU#1206 Chain Pickerel,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1206
1207,air,0,Pionus Parrot,UNU#1207 Pionus Parrot,Freedom,Creativity,Kindness,-,Brush,Rose,,1207
1208,water,0,Channel Catfish,UNU#1208 Channel Catfish,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,1208
1209,water,0,Arctic Char,UNU#1209 Arctic Char,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1209
1210,water,0,Cherry Salmon,UNU#1210 Cherry Salmon,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1210
1211,water,0,Chimaera,UNU#1211 Chimaera,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,1211
1212,water,0,Chinook Salmon,UNU#1212 Chinook Salmon,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,1212
1213,water,0,Cherubfish,UNU#1213 Cherubfish,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1213
1214,water,0,Chub,UNU#1214 Chub,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1214
1215,water,0,Chubsucker,UNU#1215 Chubsucker,Creativity,Bravery,Authenticity,Brush,Armour,Laurel,,1215
1216,water,0,Chum Salmon,UNU#1216 Chum Salmon,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1216
1217,water,0,Cichlid,UNU#1217 Cichlid,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1217
1218,water,0,"Cisco (Lake Herring), Coregonus","UNU#1218 Cisco (Lake Herring), Coregonus",Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,1218
1219,air,0,Macaws,UNU#1219 Macaws,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1219
1220,water,0,Climbing Gourami,UNU#1220 Climbing Gourami,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1220
1221,water,0,Climbing Perch,UNU#1221 Climbing Perch,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1221
1222,water,0,Clingfish,UNU#1222 Clingfish,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1222
1223,water,0,Clownfish,UNU#1223 Clownfish,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1223
1224,water,0,Clown Loach,UNU#1224 Clown Loach,Curiosity,Freedom,Trust,Questionmark,-,Bag,,1224
1225,water,0,Clown Triggerfish,UNU#1225 Clown Triggerfish,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1225
1226,air,0,Parrotlet,UNU#1226 Parrotlet,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,1226
1227,air,0,Eclectus Parrots,UNU#1227 Eclectus Parrots,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,1227
1228,water,0,Lingcod,UNU#1228 Lingcod,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,1228
1229,air,0,Caique Parrot,UNU#1229 Caique Parrot,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1229
1230,water,0,Codling,UNU#1230 Codling,Self,Creativity,Authenticity,Eye,Brush,Bag,,1230
1231,water,0,Coelacanth (Gombessa),UNU#1231 Coelacanth (Gombessa),Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1231
1232,water,0,Coffinfish,UNU#1232 Coffinfish,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,1232
1233,water,1,Alaska Pollock,UNU#1233 Alaska Pollock,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1233
1234,water,0,Coley,UNU#1234 Coley,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1234
1235,water,0,Collared Carpetshark,UNU#1235 Collared Carpetshark,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1235
1236,water,0,Collared Dogfish,UNU#1236 Collared Dogfish,Freedom,Creativity,Kindness,-,Brush,Rose,,1236
1237,water,0,Colorado Squawfish,UNU#1237 Colorado Squawfish,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,1237
1238,water,0,Combfish,UNU#1238 Combfish,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1238
1239,water,0,Combtail Gourami,UNU#1239 Combtail Gourami,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1239
1240,water,0,Combtooth Blenny,UNU#1240 Combtooth Blenny,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,1240
1241,water,0,Danube Bleak,UNU#1241 Danube Bleak,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,1241
1242,air,0,Burrowing Parrot,UNU#1242 Burrowing Parrot,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1242
1243,water,0,Hawaian Conger Eel,UNU#1243 Hawaian Conger Eel,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1243
1244,water,0,Convict Blenny,UNU#1244 Convict Blenny,Creativity,Bravery,Authenticity,Brush,Armour,Laurel,,1244
1245,water,0,Convict Cichlid,UNU#1245 Convict Cichlid,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1245
1246,water,0,Cookie-cutter Shark,UNU#1246 Cookie-cutter Shark,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1246
1247,water,0,Coolie Loach,UNU#1247 Coolie Loach,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,1247
1248,water,0,Cornetfish,UNU#1248 Cornetfish,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1248
1249,water,0,Cowfish,UNU#1249 Cowfish,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1249
1250,water,0,Cownose Ray,UNU#1250 Cownose Ray,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1250
1251,water,0,Cow Shark,UNU#1251 Cow Shark,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1251
1252,land,0,Burro Donkey,UNU#1252 Burro Donkey,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1252
1253,water,0,Creek Chub,UNU#1253 Creek Chub,Curiosity,Freedom,Trust,Questionmark,-,Bag,,1253
1254,land,1,Caspian Tiger.,UNU#1254 Caspian Tiger.,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1254
1255,water,0,Striped Kelpfish,UNU#1255 Striped Kelpfish,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,1255
1256,water,0,Croaker (Atlantic),UNU#1256 Croaker (Atlantic),Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,1256
1257,water,0,Crocodile Icefish,UNU#1257 Crocodile Icefish,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,1257
1258,water,0,Elkhorn Coral,UNU#1258 Elkhorn Coral,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1258
1259,water,0,Crucian Carp,UNU#1259 Crucian Carp,Self,Creativity,Authenticity,Eye,Brush,Bag,,1259
1260,water,0,Cuckoo Wrasse,UNU#1260 Cuckoo Wrasse,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1260
1261,water,0,Cusk,UNU#1261 Cusk,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,1261
1262,water,0,Cusk-eel,UNU#1262 Cusk-eel,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1262
1263,water,0,Open Brain Coral,UNU#1263 Open Brain Coral,Generosity,Calm & Balance,Trust,World,Ying Yang,"Lock, Moon & Star",,1263
1264,water,0,Cutthroat Eel,UNU#1264 Cutthroat Eel,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1264
1265,water,0,Stripped Eeltail Catfish,UNU#1265 Stripped Eeltail Catfish,Freedom,Creativity,Kindness,-,Brush,Rose,,1265
1266,water,0,Common Dab,UNU#1266 Common Dab,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,1266
1267,water,0,Dace,UNU#1267 Dace,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1267
1268,water,0,Daggertooth Pike Conger,UNU#1268 Daggertooth Pike Conger,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1268
1269,water,0,Damselfish,UNU#1269 Damselfish,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,1269
1270,water,0,Danio,UNU#1270 Danio,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,1270
1271,water,0,Darter,UNU#1271 Darter,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1271
1272,water,0,Dartfish,UNU#1272 Dartfish,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1272
1273,water,1,Staghorn Coral (Acropora Cervicornis),UNU#1273 Staghorn Coral (Acropora Cervicornis),Clarity,Bravery,Health,Diamond - Lotus,Armour,Cross,,1273
1274,water,0,Death Valley Pupfish,UNU#1274 Death Valley Pupfish,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1274
1275,water,0,Deep Sea Eel,UNU#1275 Deep Sea Eel,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1275
1276,water,0,Deep Sea Smelt,UNU#1276 Deep Sea Smelt,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,1276
1277,water,0,Deepwater Cardinalfish,UNU#1277 Deepwater Cardinalfish,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1277
1278,water,0,Leaf Coral (Pavona Decussata),UNU#1278 Leaf Coral (Pavona Decussata),Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1278
1279,water,0,Deepwater Stingray,UNU#1279 Deepwater Stingray,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1279
1280,water,0,Delta Smelt,UNU#1280 Delta Smelt,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1280
1281,water,0,Demoiselle,UNU#1281 Demoiselle,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1281
1282,water,0,Turbinaria (Coral),UNU#1282 Turbinaria (Coral),Curiosity,Freedom,Trust,Questionmark,-,Bag,,1282
1283,water,0,Desert Pupfish,UNU#1283 Desert Pupfish,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1283
1284,water,0,Devario,UNU#1284 Devario,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,1284
1285,water,0,Devil Ray,UNU#1285 Devil Ray,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,1285
1286,water,0,Dhufish,UNU#1286 Dhufish,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,1286
1287,water,0,Discus,UNU#1287 Discus,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1287
1288,water,0,Giant Tiger Prawn,UNU#1288 Giant Tiger Prawn,Self,Creativity,Authenticity,Eye,Brush,Bag,,1288
1289,water,0,Greater Spotted Dogfish Shark,UNU#1289 Greater Spotted Dogfish Shark,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1289
1290,water,0,Dogteeth Tetra,UNU#1290 Dogteeth Tetra,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,1290
1291,water,0,Dojo Loach,UNU#1291 Dojo Loach,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1291
1292,water,0,Pudgy Cusk-eel,UNU#1292 Pudgy Cusk-eel,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1292
1293,water,0,Dolphin Fish,UNU#1293 Dolphin Fish,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1293
1294,water,0,Venus Sea Fan Coral (Gorgonia Flabellum),UNU#1294 Venus Sea Fan Coral (Gorgonia Flabellum),Freedom,Creativity,Kindness,-,Brush,Rose,,1294
1295,water,0,Sun Corals (Tubastraea),UNU#1295 Sun Corals (Tubastraea),Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,1295
1296,water,0,Dory,UNU#1296 Dory,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1296
1297,water,0,Dottyback,UNU#1297 Dottyback,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1297
1298,water,0,Mandarin Dragonet,UNU#1298 Mandarin Dragonet,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,1298
1299,water,0,Organ Pipe Coral (Tubipora Musica),UNU#1299 Organ Pipe Coral (Tubipora Musica),Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,1299
1300,water,0,Dragon Goby,UNU#1300 Dragon Goby,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1300
1301,water,0,Driftfish,UNU#1301 Driftfish,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1301
1302,water,0,Driftwood Catfish,UNU#1302 Driftwood Catfish,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,1302
1303,water,0,Red Drum,UNU#1303 Red Drum,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1303
1304,water,0,Lettuce Coral (Agaricia Agaricites),UNU#1304 Lettuce Coral (Agaricia Agaricites),Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1304
1305,water,0,Olde English Bulldogge,UNU#1305 Olde English Bulldogge,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,1305
1306,water,0,Dusky Grouper,UNU#1306 Dusky Grouper,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1306
1307,water,0,Dusky Shark,UNU#1307 Dusky Shark,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1307
1308,water,0,Dwarf Gourami,UNU#1308 Dwarf Gourami,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1308
1309,water,0,Dwarf Loach,UNU#1309 Dwarf Loach,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1309
1310,water,0,Eagle Ray,UNU#1310 Eagle Ray,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1310
1311,water,0,Earthworm Eel,UNU#1311 Earthworm Eel,Curiosity,Freedom,Trust,Questionmark,-,Bag,,1311
1312,water,0,Jawfish (Argyrosomus Regius),UNU#1312 Jawfish (Argyrosomus Regius),Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1312
1313,water,0,Fourbeard Rockling,UNU#1313 Fourbeard Rockling,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,1313
1314,water,0,Eel-goby,UNU#1314 Eel-goby,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,1314
1315,water,0,Eelpout,UNU#1315 Eelpout,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,1315
1316,water,0,Eeltail Catfish,UNU#1316 Eeltail Catfish,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1316
1317,land,0,American Bulldog,UNU#1317 American Bulldog,Self,Creativity,Authenticity,Eye,Brush,Bag,,1317
1318,water,0,Electric Catfish,UNU#1318 Electric Catfish,Calm & Balance,Strength,Grace & Beauty,Ying Yang,Laser,-,,1318
1319,water,0,Electric Eel,UNU#1319 Electric Eel,Strength,Peace,Calm & Balance,Laser,Coin,Ying Yang,,1319
1320,water,0,Electric Knifefish,UNU#1320 Electric Knifefish,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1320
1321,water,0,Electric Ray,UNU#1321 Electric Ray,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1321
1322,water,0,Elephant Fish,UNU#1322 Elephant Fish,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1322
1323,water,0,Elephantnose Fish,UNU#1323 Elephantnose Fish,Freedom,Creativity,Kindness,-,Brush,Rose,,1323
1324,land,0,French Bulldog,UNU#1324 French Bulldog,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,1324
1325,water,0,Ember Parrotfish,UNU#1325 Ember Parrotfish,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1325
1326,water,0,Emerald Catfish,UNU#1326 Emerald Catfish,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1326
1327,water,0,Emperor,UNU#1327 Emperor,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,1327
1328,water,0,Emperor Angelfish,UNU#1328 Emperor Angelfish,Peace,Kindness,Freedom,Coin,Rose,Wings & Fins,,1328
1329,water,0,Emperor Bream,UNU#1329 Emperor Bream,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1329
1330,water,0,Escolar,UNU#1330 Escolar,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1330
1331,water,0,California Yellowtail (Seriola Lalandi),UNU#1331 California Yellowtail (Seriola Lalandi),Creativity,Bravery,Authenticity,Brush,Armour,Laurel,,1331
1332,water,0,Eulachon,UNU#1332 Eulachon,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1332
1333,water,0,European Chub,UNU#1333 European Chub,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1333
1334,water,0,European Eel,UNU#1334 European Eel,Authenticity,Fun,Love,Bag,Instrument - Note,Heart,,1334
1335,water,0,European Flounder,UNU#1335 European Flounder,Freedom,Wisdom,Self,-,"Pyramid -Triangle, Book",Eye,,1335
1336,water,0,European Minnow,UNU#1336 European Minnow,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1336
1337,water,0,European Perch,UNU#1337 European Perch,Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1337
1338,water,0,False Brotula,UNU#1338 False Brotula,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1338
1339,water,0,Leopard Shark,UNU#1339 Leopard Shark,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1339
1340,water,0,False Moray,UNU#1340 False Moray,Curiosity,Freedom,Trust,Questionmark,-,Bag,,1340
1341,water,0,False Trevally,UNU#1341 False Trevally,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1341
1342,water,0,Fangtooth,UNU#1342 Fangtooth,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,1342
1343,water,0,Fathead Sculpin,UNU#1343 Fathead Sculpin,Fun,Curiosity,Authenticity,Instrument - Note,Questionmark,Bag,,1343
1344,water,0,Featherback,UNU#1344 Featherback,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,1344
1345,water,0,Fierasfer,UNU#1345 Fierasfer,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1345
1346,water,0,Fire Goby,UNU#1346 Fire Goby,Self,Creativity,Authenticity,Eye,Brush,Bag,,1346
1347,water,0,Filefish,UNU#1347 Filefish,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1347
1348,water,0,Finback Cat Shark,UNU#1348 Finback Cat Shark,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,1348
1349,water,0,Fingerfish (Monodactylidae),UNU#1349 Fingerfish (Monodactylidae),Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1349
1350,water,0,Fire Bar Danio,UNU#1350 Fire Bar Danio,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1350
1351,water,0,Firefish,UNU#1351 Firefish,Health,Freedom,Confidence,Cross,Wings & Fins,Crown-Hat,,1351
1352,water,1,Killer Whale,UNU#1352 Killer Whale,Freedom,Creativity,Kindness,-,Brush,Rose,,1352
1353,water,0,Flagblenny,UNU#1353 Flagblenny,Fun,Freedom,Love,Instrument - Notes,Wings & Fins,Heart,,1353
1354,water,0,Flagfin,UNU#1354 Flagfin,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1354
1355,water,1,Flagfish,UNU#1355 Flagfish,Confidence,Calm & Balance,Bravery,Crown-Hat,Ying Yang,Armour,,1355
1356,water,0,Flagtail,UNU#1356 Flagtail,Bravery,Authenticity,Strength,Armour,Laurel,Sword - Laser - Horn,,1356
1357,water,0,Flashlight Fish,UNU#1357 Flashlight Fish,Peace,Kindness,Freedom,Coin,Rose,-,,1357
1358,water,0,Flatfish,UNU#1358 Flatfish,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1358
1359,water,0,Flathead,UNU#1359 Flathead,Curiosity,Fun,Health,Questionmark,Instrument - Note,Cross,,1359
1360,water,0,Flathead Catfish,UNU#1360 Flathead Catfish,Creativity,Bravery,Authenticity,Brush,Armour,Bag,,1360
1361,water,0,Flier,UNU#1361 Flier,Curiosity,Decency,Freedom,Questionmark,Lantern,-,,1361
1362,water,0,Flounder,UNU#1362 Flounder,Generosity,Bravery,Trust,World,Armour,"Lock, Moon & Star",,1362
1363,water,1,Flying Gurnard,UNU#1363 Flying Gurnard,Authenticity,Freedom,Love,Bag,Wings & Fins,Heart,,1363
1364,water,0,Flying Fish,UNU#1364 Flying Fish,Freedom,Wisdom,Self,Wings & Fins,"Pyramid -Triangle, Book",Eye,,1364
1365,water,0,Footballfish,UNU#1365 Footballfish,Bravery,Wisdom,Authenticity,Armour,"Pyramid -Triangle, Book",Bag,,1365
1366,water,0,Forehead Brooder (Frontosa),UNU#1366 Forehead Brooder (Frontosa),Grace & Beauty,Decency,Calm & Balance,Drop,Lantern,Ying Yang,,1366
1367,water,0,Four-eyed Fish,UNU#1367 Four-eyed Fish,Generosity,Clarity,Grace & Beauty,World,Diamond - Lotus,-,,1367
1368,water,0,French Angelfish,UNU#1368 French Angelfish,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1368
1369,water,0,Freshwater Eel,UNU#1369 Freshwater Eel,Curiosity,Freedom,Trust,Questionmark,-,Bag,,1369
1370,water,0,Freshwater Hatchetfish,UNU#1370 Freshwater Hatchetfish,Self,Wisdom,Faith,Sunglasses,"Pyramid -Triangle, Book",Ribbon,,1370
1371,water,0,Mirror Carp,UNU#1371 Mirror Carp,Grace & Beauty,Kindness,Decency,Drop,Rose,Lantern,,1371
1372,water,0,Frigate Mackerel,UNU#1372 Frigate Mackerel,Generosity,Curiosity,Authenticity,World,Questionmark,Bag,1,1372
1373,water,0,Frilled Shark,UNU#1373 Frilled Shark,Curiosity,Freedom,Self,Questionmark,Wings & Fins,Sunglasses,,1373
1374,water,0,Frogfish,UNU#1374 Frogfish,Confidence,Faith,Grace & Beauty,Crown-Hat,Scarf,Drop,,1374
1375,water,0,Frogmouth Catfish,UNU#1375 Frogmouth Catfish,Self,Creativity,Authenticity,Eye,Brush,Bag,,1375
1376,water,0,Fusilier Fish,UNU#1376 Fusilier Fish,Calm & Balance,Generosity,Grace & Beauty,Ying Yang,World,-,,1376
1377,water,0,Banded Galjoen Fish,UNU#1377 Banded Galjoen Fish,Love,Peace,Calm & Balance,Heart,Coin,Ying Yang,,1377
1378,water,0,Peakok Bass,UNU#1378 Peakok Bass,Curiosity,Health,Fun,Questionmark,Cross,Instrument - Note,,1378
1379,water,0,Spotted Gar,UNU#1379 Spotted Gar,Strength,Calm & Balance,Trust,Sword - Laser - Horn,Ying Yang,"Lock, Moon & Star",,1379
